Des-I,Emp-I,TIPOVUELO,temporada_alta,periodo_dia,atraso_15
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,0,tarde,0
SCFA,SKU,N,0,tarde,0
SCFA,SKU,N,0,tarde,1
SCFA,SKU,N,0,tarde,1
SCFA,SKU,N,0,tarde,0
SCFA,SKU,N,0,tarde,1
SCFA,SKU,N,0,tarde,1
SCFA,SKU,N,0,tarde,1
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,1
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,0,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,1,tarde,0
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,0,noche,1
SCFA,SKU,N,0,noche,1
SCFA,SKU,N,0,noche,1
SCFA,SKU,N,0,noche,0
SCFA,SKU,N,1,noche,1
SCFA,SKU,N,1,noche,1
SCFA,SKU,N,1,noche,1
SCFA,SKU,N,1,noche,1
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCFA,SKU,N,1,noche,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,1
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,1
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,1
SCDA,SKU,N,0,mañana,1
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,tarde,1
SCDA,SKU,N,0,mañana,1
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,0
SCDA,SKU,N,0,mañana,1
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,mañana,1
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,1
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,mañana,1
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,mañana,1
SCDA,SKU,N,1,mañana,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,0,tarde,1
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,tarde,1
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,0,tarde,1
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,0,tarde,0
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,tarde,1
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,tarde,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,0,noche,1
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,0,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,1
SCDA,SKU,N,1,noche,1
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,1
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCDA,SKU,N,1,noche,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,1
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,1
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,0
SCAR,SKU,N,0,mañana,1
SCAR,SKU,N,1,mañana,1
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,1
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,1,mañana,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,1
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,1
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,tarde,1
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,noche,1
SCAR,SKU,N,1,noche,1
SCAR,SKU,N,1,tarde,1
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,tarde,1
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,0,tarde,0
SCAR,SKU,N,0,noche,1
SCAR,SKU,N,0,noche,0
SCAR,SKU,N,1,tarde,1
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,tarde,1
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,tarde,0
SCAR,SKU,N,0,noche,1
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SCAR,SKU,N,1,noche,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,1
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,0,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,1
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,1,mañana,0
SAEZ,SKU,I,0,noche,1
SAEZ,SKU,I,0,noche,1
SAEZ,SKU,I,0,noche,1
SAEZ,SKU,I,0,noche,1
SAEZ,SKU,I,0,noche,0
SAEZ,SKU,I,0,noche,1
SAEZ,SKU,I,1,noche,0
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,1,noche,0
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,1,noche,0
SAEZ,SKU,I,1,noche,0
SAEZ,SKU,I,1,noche,1
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,1
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,0,tarde,1
SAEZ,SKU,I,0,tarde,1
SAEZ,SKU,I,0,tarde,0
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,0
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,0
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,0
SAEZ,SKU,I,1,tarde,1
SAEZ,SKU,I,1,tarde,0
SAEZ,SKU,I,1,tarde,0
SAEZ,SKU,I,1,tarde,1
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,1
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,1
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,1
SAME,SKU,I,0,tarde,1
SAME,SKU,I,0,tarde,0
SAME,SKU,I,0,tarde,1
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,1
SAME,SKU,I,1,tarde,1
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,1
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,1
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,1
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,0
SAME,SKU,I,1,tarde,1
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,1
SACO,SKU,I,0,tarde,1
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,1
SACO,SKU,I,0,tarde,0
SACO,SKU,I,0,tarde,1
SACO,SKU,I,0,tarde,1
SACO,SKU,I,0,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,0
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,0
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,0
SACO,SKU,I,1,tarde,1
SACO,SKU,I,1,tarde,1
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,noche,1
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,mañana,1
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,mañana,1
SUMU,SKU,I,0,mañana,0
SUMU,SKU,I,0,mañana,1
SUMU,SKU,I,0,mañana,1
SUMU,SKU,I,1,mañana,1
SUMU,SKU,I,1,mañana,1
SUMU,SKU,I,1,mañana,1
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,1
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,1
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,1,mañana,0
SUMU,SKU,I,0,noche,1
SUMU,SKU,I,0,noche,0
SUMU,SKU,I,0,noche,1
SUMU,SKU,I,1,noche,1
SUMU,SKU,I,1,noche,1
SUMU,SKU,I,1,noche,0
SUMU,SKU,I,1,noche,1
SUMU,SKU,I,1,noche,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,1
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,1
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,0,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,1
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,1
SPJC,SKU,I,1,tarde,1
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,1,tarde,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,1
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,0,mañana,0
SPJC,SKU,I,1,mañana,1
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,1
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,1,mañana,0
SPJC,SKU,I,0,noche,1
SPJC,SKU,I,0,noche,1
SPJC,SKU,I,0,noche,0
SPJC,SKU,I,0,noche,0
SPJC,SKU,I,0,noche,1
SPJC,SKU,I,0,noche,1
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,1
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SPJC,SKU,I,1,noche,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCQP,LAN,N,0,mañana,0
SCQP,LAN,N,0,mañana,0
SCQP,LAN,N,0,mañana,0
SCQP,LAN,N,0,mañana,1
SCQP,LAN,N,1,mañana,0
SCTE,LAN,N,0,mañana,0
SCTE,LAN,N,0,mañana,1
SCTE,LAN,N,1,mañana,1
SCTE,LAN,N,1,mañana,0
SCTE,LAN,N,1,mañana,0
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,0,noche,1
SCTE,LAN,N,1,noche,1
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,1,noche,1
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,0,noche,1
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,1,noche,1
SCTE,LAN,N,1,noche,1
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,tarde,1
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,0,mañana,0
SCPQ,LAN,N,1,tarde,1
SCPQ,LAN,N,1,mañana,1
SCPQ,LAN,N,1,mañana,0
SCPQ,LAN,N,1,mañana,0
SCPQ,LAN,N,1,tarde,1
SCPQ,LAN,N,1,mañana,0
SCPQ,LAN,N,1,mañana,0
SCPQ,LAN,N,1,mañana,1
SCPQ,LAN,N,1,tarde,0
SCPQ,LAN,N,1,mañana,0
SCCI,LAN,N,0,tarde,1
SCCI,LAN,N,0,tarde,0
SCCI,LAN,N,1,tarde,0
SCCI,LAN,N,1,tarde,0
SCTE,LAN,N,0,noche,1
SCTE,LAN,N,0,noche,1
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,0,noche,0
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,1,noche,1
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,1,noche,0
SCTE,LAN,N,1,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,1,noche,1
SCCI,LAN,N,0,noche,1
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,0,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCCI,LAN,N,1,noche,0
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,1
SCAT,LAN,N,0,mañana,1
SCAT,LAN,N,0,mañana,1
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,1
SCAT,LAN,N,0,mañana,0
SCAT,LAN,N,0,mañana,1
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,1
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,1
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,1,mañana,1
SCAT,LAN,N,1,mañana,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,1
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,0,tarde,0
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,1
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,0
SCAT,LAN,N,1,tarde,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,tarde,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,tarde,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,tarde,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,0,noche,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,noche,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,noche,0
SCFA,LAN,N,1,mañana,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,noche,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,mañana,1
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,1,tarde,0
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,1,tarde,1
SCFA,LAN,N,1,mañana,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,tarde,0
SCFA,LAN,N,0,mañana,0
SCFA,LAN,N,0,tarde,0
