Des-I,Emp-I,DIA,MES,DIANOM,TIPOVUELO,temporada_alta,periodo_dia,atraso_15
SABE,LAN,26,6,Lunes,I,0,noche,0
SABE,LAN,27,6,Martes,I,0,noche,1
SABE,LAN,28,6,Miercoles,I,0,noche,0
SABE,LAN,29,6,Jueves,I,0,noche,0
SABE,LAN,30,6,Viernes,I,0,noche,0
SAEZ,LAN,3,6,Sabado,I,0,noche,0
SAEZ,LAN,3,6,Sabado,I,0,noche,0
SAEZ,LAN,5,6,Lunes,I,0,noche,0
SAEZ,LAN,6,6,Martes,I,0,noche,0
SAEZ,LAN,9,6,Viernes,I,0,noche,0
SAEZ,LAN,10,6,Sabado,I,0,noche,0
SAEZ,LAN,11,6,Domingo,I,0,noche,0
SAEZ,LAN,17,6,Sabado,I,0,noche,1
SAEZ,LAN,18,6,Domingo,I,0,noche,0
SAEZ,LAN,19,6,Lunes,I,0,noche,0
SAEZ,LAN,21,6,Miercoles,I,0,noche,1
SAEZ,LAN,24,6,Sabado,I,0,noche,0
SAEZ,LAN,25,6,Domingo,I,0,noche,0
SAEZ,LAN,26,6,Lunes,I,0,noche,0
SAEZ,LAN,1,7,Sabado,I,0,noche,0
SAEZ,LAN,28,6,Miercoles,I,0,noche,0
SACO,LAN,1,6,Jueves,I,0,tarde,0
SACO,LAN,2,6,Viernes,I,0,tarde,0
SACO,LAN,3,6,Sabado,I,0,tarde,1
SACO,LAN,4,6,Domingo,I,0,tarde,0
SACO,LAN,5,6,Lunes,I,0,tarde,0
SACO,LAN,7,6,Miercoles,I,0,tarde,0
SACO,LAN,8,6,Jueves,I,0,tarde,1
SACO,LAN,9,6,Viernes,I,0,tarde,0
SACO,LAN,10,6,Sabado,I,0,tarde,0
SACO,LAN,11,6,Domingo,I,0,tarde,0
SACO,LAN,12,6,Lunes,I,0,tarde,0
SACO,LAN,14,6,Miercoles,I,0,tarde,0
SACO,LAN,15,6,Jueves,I,0,tarde,0
SACO,LAN,16,6,Viernes,I,0,tarde,0
SACO,LAN,17,6,Sabado,I,0,tarde,0
SACO,LAN,18,6,Domingo,I,0,tarde,0
SACO,LAN,19,6,Lunes,I,0,tarde,0
SACO,LAN,21,6,Miercoles,I,0,tarde,0
SACO,LAN,22,6,Jueves,I,0,tarde,1
SACO,LAN,23,6,Viernes,I,0,tarde,0
SACO,LAN,24,6,Sabado,I,0,tarde,0
SACO,LAN,25,6,Domingo,I,0,tarde,0
SACO,LAN,26,6,Lunes,I,0,tarde,0
SACO,LAN,28,6,Miercoles,I,0,tarde,1
SACO,LAN,29,6,Jueves,I,0,tarde,1
SACO,LAN,30,6,Viernes,I,0,tarde,0
SACO,LAN,1,6,Jueves,I,0,mañana,0
SACO,LAN,2,6,Viernes,I,0,mañana,0
SACO,LAN,3,6,Sabado,I,0,mañana,0
SACO,LAN,4,6,Domingo,I,0,mañana,0
SACO,LAN,5,6,Lunes,I,0,mañana,1
SACO,LAN,6,6,Martes,I,0,mañana,1
SACO,LAN,7,6,Miercoles,I,0,mañana,0
SACO,LAN,8,6,Jueves,I,0,mañana,0
SACO,LAN,9,6,Viernes,I,0,mañana,1
SACO,LAN,10,6,Sabado,I,0,mañana,1
SACO,LAN,11,6,Domingo,I,0,mañana,0
SACO,LAN,12,6,Lunes,I,0,mañana,0
SACO,LAN,13,6,Martes,I,0,mañana,1
SACO,LAN,14,6,Miercoles,I,0,mañana,1
SACO,LAN,15,6,Jueves,I,0,mañana,0
SACO,LAN,16,6,Viernes,I,0,mañana,1
SACO,LAN,17,6,Sabado,I,0,mañana,0
SACO,LAN,18,6,Domingo,I,0,mañana,1
SACO,LAN,19,6,Lunes,I,0,mañana,1
SACO,LAN,20,6,Martes,I,0,mañana,0
SACO,LAN,21,6,Miercoles,I,0,mañana,0
SACO,LAN,22,6,Jueves,I,0,mañana,1
SACO,LAN,23,6,Viernes,I,0,mañana,0
SACO,LAN,24,6,Sabado,I,0,mañana,1
SACO,LAN,25,6,Domingo,I,0,mañana,1
SACO,LAN,26,6,Lunes,I,0,mañana,1
SACO,LAN,27,6,Martes,I,0,mañana,1
SACO,LAN,28,6,Miercoles,I,0,mañana,0
SACO,LAN,29,6,Jueves,I,0,mañana,0
SACO,LAN,30,6,Viernes,I,0,mañana,1
KMIA,LAN,1,6,Jueves,I,0,noche,0
KMIA,LAN,2,6,Viernes,I,0,noche,0
KMIA,LAN,3,6,Sabado,I,0,noche,0
KMIA,LAN,4,6,Domingo,I,0,noche,0
KMIA,LAN,5,6,Lunes,I,0,noche,0
KMIA,LAN,6,6,Martes,I,0,noche,0
KMIA,LAN,7,6,Miercoles,I,0,noche,0
KMIA,LAN,8,6,Jueves,I,0,noche,0
KMIA,LAN,9,6,Viernes,I,0,noche,0
KMIA,LAN,10,6,Sabado,I,0,noche,0
KMIA,LAN,11,6,Domingo,I,0,noche,0
KMIA,LAN,12,6,Lunes,I,0,noche,0
KMIA,LAN,13,6,Martes,I,0,noche,0
KMIA,LAN,15,6,Jueves,I,0,noche,1
KMIA,LAN,15,6,Jueves,I,0,noche,0
KMIA,LAN,17,6,Sabado,I,0,noche,1
KMIA,LAN,17,6,Sabado,I,0,noche,1
KMIA,LAN,18,6,Domingo,I,0,noche,0
KMIA,LAN,19,6,Lunes,I,0,noche,0
KMIA,LAN,20,6,Martes,I,0,noche,0
KMIA,LAN,21,6,Miercoles,I,0,noche,0
KMIA,LAN,22,6,Jueves,I,0,noche,1
KMIA,LAN,23,6,Viernes,I,0,noche,0
KMIA,LAN,24,6,Sabado,I,0,noche,0
KMIA,LAN,25,6,Domingo,I,0,noche,0
KMIA,LAN,26,6,Lunes,I,0,noche,0
KMIA,LAN,27,6,Martes,I,0,noche,0
KMIA,LAN,28,6,Miercoles,I,0,noche,0
KMIA,LAN,29,6,Jueves,I,0,noche,1
KMIA,LAN,30,6,Viernes,I,0,noche,0
KMIA,LAN,1,6,Jueves,I,0,noche,0
KMIA,LAN,2,6,Viernes,I,0,noche,0
KMIA,LAN,3,6,Sabado,I,0,noche,1
KMIA,LAN,4,6,Domingo,I,0,noche,1
KMIA,LAN,7,6,Miercoles,I,0,noche,1
KMIA,LAN,8,6,Jueves,I,0,noche,0
KMIA,LAN,9,6,Viernes,I,0,noche,0
KMIA,LAN,10,6,Sabado,I,0,noche,0
KMIA,LAN,11,6,Domingo,I,0,noche,0
KMIA,LAN,14,6,Miercoles,I,0,noche,0
KMIA,LAN,15,6,Jueves,I,0,noche,0
KMIA,LAN,16,6,Viernes,I,0,noche,1
KMIA,LAN,17,6,Sabado,I,0,noche,0
KMIA,LAN,18,6,Domingo,I,0,noche,1
KMIA,LAN,21,6,Miercoles,I,0,noche,0
KMIA,LAN,22,6,Jueves,I,0,noche,1
KMIA,LAN,23,6,Viernes,I,0,noche,0
KMIA,LAN,24,6,Sabado,I,0,noche,0
KMIA,LAN,28,6,Miercoles,I,0,noche,0
KMIA,LAN,29,6,Jueves,I,0,noche,0
KMIA,LAN,30,6,Viernes,I,0,noche,0
SPJC,LAN,1,6,Jueves,I,0,noche,0
SPJC,LAN,2,6,Viernes,I,0,noche,0
SPJC,LAN,3,6,Sabado,I,0,noche,0
SPJC,LAN,4,6,Domingo,I,0,noche,0
SPJC,LAN,5,6,Lunes,I,0,noche,0
SPJC,LAN,6,6,Martes,I,0,noche,0
SPJC,LAN,7,6,Miercoles,I,0,noche,0
SPJC,LAN,8,6,Jueves,I,0,noche,0
SPJC,LAN,9,6,Viernes,I,0,noche,0
SPJC,LAN,10,6,Sabado,I,0,noche,0
SPJC,LAN,11,6,Domingo,I,0,noche,0
SPJC,LAN,12,6,Lunes,I,0,noche,0
SPJC,LAN,13,6,Martes,I,0,noche,0
SPJC,LAN,14,6,Miercoles,I,0,noche,1
SPJC,LAN,15,6,Jueves,I,0,noche,0
SPJC,LAN,16,6,Viernes,I,0,noche,1
SPJC,LAN,17,6,Sabado,I,0,noche,0
SPJC,LAN,18,6,Domingo,I,0,noche,0
SPJC,LAN,19,6,Lunes,I,0,noche,0
SPJC,LAN,20,6,Martes,I,0,noche,1
SPJC,LAN,21,6,Miercoles,I,0,noche,0
SPJC,LAN,22,6,Jueves,I,0,noche,1
SPJC,LAN,23,6,Viernes,I,0,noche,0
SPJC,LAN,24,6,Sabado,I,0,noche,0
SPJC,LAN,25,6,Domingo,I,0,noche,0
SPJC,LAN,26,6,Lunes,I,0,noche,1
SPJC,LAN,27,6,Martes,I,0,noche,0
SPJC,LAN,28,6,Miercoles,I,0,noche,0
SPJC,LAN,29,6,Jueves,I,0,noche,0
SPJC,LAN,30,6,Viernes,I,0,noche,1
KJFK,LAN,1,6,Jueves,I,0,noche,0
KJFK,LAN,2,6,Viernes,I,0,noche,0
KJFK,LAN,3,6,Sabado,I,0,noche,1
KJFK,LAN,4,6,Domingo,I,0,noche,0
KJFK,LAN,5,6,Lunes,I,0,noche,0
KJFK,LAN,6,6,Martes,I,0,noche,0
KJFK,LAN,7,6,Miercoles,I,0,noche,1
KJFK,LAN,8,6,Jueves,I,0,noche,0
KJFK,LAN,9,6,Viernes,I,0,noche,0
KJFK,LAN,10,6,Sabado,I,0,noche,0
KJFK,LAN,11,6,Domingo,I,0,noche,0
KJFK,LAN,12,6,Lunes,I,0,noche,0
KJFK,LAN,13,6,Martes,I,0,noche,0
KJFK,LAN,14,6,Miercoles,I,0,noche,0
KJFK,LAN,15,6,Jueves,I,0,noche,0
KJFK,LAN,16,6,Viernes,I,0,noche,1
KJFK,LAN,18,6,Domingo,I,0,noche,1
KJFK,LAN,18,6,Domingo,I,0,noche,1
KJFK,LAN,19,6,Lunes,I,0,noche,0
KJFK,LAN,20,6,Martes,I,0,noche,0
KJFK,LAN,21,6,Miercoles,I,0,noche,0
KJFK,LAN,22,6,Jueves,I,0,noche,0
KJFK,LAN,23,6,Viernes,I,0,noche,1
KJFK,LAN,24,6,Sabado,I,0,noche,0
KJFK,LAN,25,6,Domingo,I,0,noche,0
KJFK,LAN,26,6,Lunes,I,0,noche,0
KJFK,LAN,27,6,Martes,I,0,noche,0
KJFK,LAN,28,6,Miercoles,I,0,noche,1
KJFK,LAN,29,6,Jueves,I,0,noche,0
KJFK,LAN,30,6,Viernes,I,0,noche,0
SPJC,LAN,4,6,Domingo,I,0,mañana,1
SPJC,LAN,6,6,Martes,I,0,mañana,0
SPJC,LAN,11,6,Domingo,I,0,mañana,0
SPJC,LAN,13,6,Martes,I,0,mañana,1
SPJC,LAN,18,6,Domingo,I,0,mañana,0
SPJC,LAN,20,6,Martes,I,0,mañana,0
SPJC,LAN,25,6,Domingo,I,0,mañana,0
SPJC,LAN,27,6,Martes,I,0,mañana,0
SEGU,LAN,3,6,Sabado,I,0,noche,0
SEGU,LAN,10,6,Sabado,I,0,noche,0
SEGU,LAN,17,6,Sabado,I,0,noche,0
SEGU,LAN,24,6,Sabado,I,0,noche,0
SKBO,LAN,1,6,Jueves,I,0,noche,0
SKBO,LAN,2,6,Viernes,I,0,noche,0
SKBO,LAN,3,6,Sabado,I,0,noche,0
SKBO,LAN,4,6,Domingo,I,0,noche,0
SKBO,LAN,5,6,Lunes,I,0,noche,0
SKBO,LAN,6,6,Martes,I,0,noche,0
SKBO,LAN,7,6,Miercoles,I,0,noche,0
SKBO,LAN,8,6,Jueves,I,0,noche,0
SKBO,LAN,9,6,Viernes,I,0,noche,0
SKBO,LAN,10,6,Sabado,I,0,noche,0
SKBO,LAN,11,6,Domingo,I,0,noche,0
SKBO,LAN,12,6,Lunes,I,0,noche,0
SKBO,LAN,13,6,Martes,I,0,noche,0
SKBO,LAN,14,6,Miercoles,I,0,noche,0
SKBO,LAN,15,6,Jueves,I,0,noche,1
SKBO,LAN,16,6,Viernes,I,0,noche,0
SKBO,LAN,17,6,Sabado,I,0,noche,1
SKBO,LAN,18,6,Domingo,I,0,noche,0
SKBO,LAN,19,6,Lunes,I,0,noche,0
SKBO,LAN,20,6,Martes,I,0,noche,0
SKBO,LAN,21,6,Miercoles,I,0,noche,0
SKBO,LAN,22,6,Jueves,I,0,noche,0
SKBO,LAN,23,6,Viernes,I,0,noche,0
SKBO,LAN,24,6,Sabado,I,0,noche,0
SKBO,LAN,25,6,Domingo,I,0,noche,0
SKBO,LAN,26,6,Lunes,I,0,noche,0
SKBO,LAN,27,6,Martes,I,0,noche,0
SKBO,LAN,28,6,Miercoles,I,0,noche,0
SKBO,LAN,29,6,Jueves,I,0,noche,0
SKBO,LAN,30,6,Viernes,I,0,noche,1
SKBO,LAN,2,6,Viernes,I,0,mañana,0
SKBO,LAN,4,6,Domingo,I,0,mañana,0
SKBO,LAN,7,6,Miercoles,I,0,mañana,0
SKBO,LAN,9,6,Viernes,I,0,mañana,1
SKBO,LAN,11,6,Domingo,I,0,mañana,0
SKBO,LAN,14,6,Miercoles,I,0,mañana,0
SKBO,LAN,16,6,Viernes,I,0,mañana,1
SKBO,LAN,21,6,Miercoles,I,0,mañana,1
SKBO,LAN,23,6,Viernes,I,0,mañana,0
SKBO,LAN,25,6,Domingo,I,0,mañana,0
SKBO,LAN,28,6,Miercoles,I,0,mañana,0
SKBO,LAN,30,6,Viernes,I,0,mañana,0
SKBO,LAN,1,6,Jueves,I,0,tarde,0
SKBO,LAN,3,6,Sabado,I,0,tarde,1
SKBO,LAN,5,6,Lunes,I,0,tarde,0
SKBO,LAN,6,6,Martes,I,0,tarde,0
SKBO,LAN,8,6,Jueves,I,0,tarde,0
SKBO,LAN,10,6,Sabado,I,0,tarde,0
SKBO,LAN,12,6,Lunes,I,0,tarde,1
SKBO,LAN,13,6,Martes,I,0,tarde,0
SKBO,LAN,15,6,Jueves,I,0,tarde,1
SKBO,LAN,17,6,Sabado,I,0,tarde,0
SKBO,LAN,19,6,Lunes,I,0,tarde,0
SKBO,LAN,20,6,Martes,I,0,tarde,0
SKBO,LAN,22,6,Jueves,I,0,tarde,1
SKBO,LAN,24,6,Sabado,I,0,tarde,1
SKBO,LAN,26,6,Lunes,I,0,tarde,0
SKBO,LAN,27,6,Martes,I,0,tarde,0
SKBO,LAN,29,6,Jueves,I,0,tarde,1
MMUN,LAN,3,6,Sabado,I,0,mañana,0
MMUN,LAN,10,6,Sabado,I,0,mañana,1
MMUN,LAN,17,6,Sabado,I,0,mañana,1
MMUN,LAN,24,6,Sabado,I,0,mañana,0
MDPC,LAN,4,6,Domingo,I,0,mañana,1
MDPC,LAN,11,6,Domingo,I,0,mañana,1
MDPC,LAN,18,6,Domingo,I,0,mañana,0
MDPC,LAN,25,6,Domingo,I,0,mañana,0
SPJC,LAN,1,6,Jueves,I,0,mañana,0
SPJC,LAN,2,6,Viernes,I,0,mañana,0
SPJC,LAN,3,6,Sabado,I,0,mañana,0
SPJC,LAN,5,6,Lunes,I,0,mañana,1
SPJC,LAN,7,6,Miercoles,I,0,mañana,0
SPJC,LAN,9,6,Viernes,I,0,mañana,1
SPJC,LAN,10,6,Sabado,I,0,mañana,0
SPJC,LAN,12,6,Lunes,I,0,mañana,0
SPJC,LAN,15,6,Jueves,I,0,mañana,0
SPJC,LAN,16,6,Viernes,I,0,mañana,1
SPJC,LAN,19,6,Lunes,I,0,mañana,0
SPJC,LAN,21,6,Miercoles,I,0,mañana,0
SPJC,LAN,22,6,Jueves,I,0,mañana,0
SPJC,LAN,23,6,Viernes,I,0,mañana,0
SPJC,LAN,24,6,Sabado,I,0,mañana,1
SPJC,LAN,26,6,Lunes,I,0,mañana,0
SPJC,LAN,28,6,Miercoles,I,0,mañana,0
SPJC,LAN,29,6,Jueves,I,0,mañana,0
SPJC,LAN,30,6,Viernes,I,0,mañana,0
KLAX,LAN,2,6,Viernes,I,0,noche,0
KLAX,LAN,4,6,Domingo,I,0,noche,1
KLAX,LAN,6,6,Martes,I,0,noche,0
KLAX,LAN,9,6,Viernes,I,0,noche,0
KLAX,LAN,11,6,Domingo,I,0,noche,0
KLAX,LAN,13,6,Martes,I,0,noche,1
KLAX,LAN,16,6,Viernes,I,0,noche,1
KLAX,LAN,18,6,Domingo,I,0,noche,0
KLAX,LAN,20,6,Martes,I,0,noche,1
KLAX,LAN,23,6,Viernes,I,0,noche,0
KLAX,LAN,25,6,Domingo,I,0,noche,0
KLAX,LAN,27,6,Martes,I,0,noche,0
KLAX,LAN,30,6,Viernes,I,0,noche,0
MMMX,LAN,2,6,Viernes,I,0,noche,1
MMMX,LAN,2,6,Viernes,I,0,noche,0
MMMX,LAN,3,6,Sabado,I,0,noche,0
MMMX,LAN,4,6,Domingo,I,0,noche,0
MMMX,LAN,5,6,Lunes,I,0,noche,0
MMMX,LAN,6,6,Martes,I,0,noche,0
MMMX,LAN,7,6,Miercoles,I,0,noche,0
MMMX,LAN,8,6,Jueves,I,0,noche,0
MMMX,LAN,9,6,Viernes,I,0,noche,0
MMMX,LAN,10,6,Sabado,I,0,noche,0
MMMX,LAN,11,6,Domingo,I,0,noche,0
MMMX,LAN,12,6,Lunes,I,0,noche,0
MMMX,LAN,13,6,Martes,I,0,noche,0
MMMX,LAN,14,6,Miercoles,I,0,noche,0
MMMX,LAN,15,6,Jueves,I,0,noche,0
MMMX,LAN,16,6,Viernes,I,0,noche,1
MMMX,LAN,17,6,Sabado,I,0,noche,1
MMMX,LAN,18,6,Domingo,I,0,noche,0
MMMX,LAN,19,6,Lunes,I,0,noche,0
MMMX,LAN,20,6,Martes,I,0,noche,0
MMMX,LAN,21,6,Miercoles,I,0,noche,0
MMMX,LAN,22,6,Jueves,I,0,noche,0
MMMX,LAN,23,6,Viernes,I,0,noche,0
MMMX,LAN,24,6,Sabado,I,0,noche,0
MMMX,LAN,25,6,Domingo,I,0,noche,0
MMMX,LAN,26,6,Lunes,I,0,noche,0
MMMX,LAN,27,6,Martes,I,0,noche,0
MMMX,LAN,28,6,Miercoles,I,0,noche,0
MMMX,LAN,29,6,Jueves,I,0,noche,0
MMMX,LAN,30,6,Viernes,I,0,noche,0
SPJC,LAN,1,6,Jueves,I,0,tarde,0
SPJC,LAN,2,6,Viernes,I,0,tarde,0
SPJC,LAN,4,6,Domingo,I,0,tarde,0
SPJC,LAN,5,6,Lunes,I,0,tarde,0
SPJC,LAN,6,6,Martes,I,0,tarde,0
SPJC,LAN,7,6,Miercoles,I,0,tarde,0
SPJC,LAN,8,6,Jueves,I,0,tarde,1
SPJC,LAN,9,6,Viernes,I,0,tarde,0
SPJC,LAN,11,6,Domingo,I,0,tarde,0
SPJC,LAN,12,6,Lunes,I,0,tarde,0
SPJC,LAN,13,6,Martes,I,0,tarde,0
SPJC,LAN,16,6,Viernes,I,0,tarde,0
SPJC,LAN,18,6,Domingo,I,0,tarde,0
SPJC,LAN,19,6,Lunes,I,0,tarde,0
SPJC,LAN,20,6,Martes,I,0,tarde,0
SPJC,LAN,21,6,Miercoles,I,0,tarde,0
SPJC,LAN,23,6,Viernes,I,0,tarde,0
SPJC,LAN,25,6,Domingo,I,0,tarde,0
SPJC,LAN,26,6,Lunes,I,0,tarde,1
SPJC,LAN,27,6,Martes,I,0,tarde,0
SPJC,LAN,28,6,Miercoles,I,0,tarde,0
SPJC,LAN,29,6,Jueves,I,0,tarde,0
SPJC,LAN,30,6,Viernes,I,0,tarde,0
SPJC,LAN,6,6,Martes,I,0,tarde,0
SPJC,LAN,13,6,Martes,I,0,tarde,0
SPJC,LAN,20,6,Martes,I,0,tarde,0
SPJC,LAN,27,6,Martes,I,0,tarde,0
SPJC,LAN,1,6,Jueves,I,0,noche,0
SPJC,LAN,2,6,Viernes,I,0,noche,0
SPJC,LAN,3,6,Sabado,I,0,noche,0
SPJC,LAN,4,6,Domingo,I,0,noche,0
SPJC,LAN,5,6,Lunes,I,0,noche,0
SPJC,LAN,6,6,Martes,I,0,noche,0
SPJC,LAN,7,6,Miercoles,I,0,noche,0
SPJC,LAN,8,6,Jueves,I,0,noche,0
SPJC,LAN,9,6,Viernes,I,0,noche,0
SPJC,LAN,10,6,Sabado,I,0,noche,0
SPJC,LAN,11,6,Domingo,I,0,noche,0
SPJC,LAN,12,6,Lunes,I,0,noche,0
SPJC,LAN,13,6,Martes,I,0,noche,0
SPJC,LAN,14,6,Miercoles,I,0,noche,1
SPJC,LAN,15,6,Jueves,I,0,noche,1
SPJC,LAN,16,6,Viernes,I,0,noche,1
SPJC,LAN,17,6,Sabado,I,0,noche,0
SPJC,LAN,18,6,Domingo,I,0,noche,0
SPJC,LAN,19,6,Lunes,I,0,noche,0
SPJC,LAN,20,6,Martes,I,0,noche,0
SPJC,LAN,21,6,Miercoles,I,0,noche,0
SPJC,LAN,22,6,Jueves,I,0,noche,1
SPJC,LAN,23,6,Viernes,I,0,noche,0
SPJC,LAN,24,6,Sabado,I,0,noche,0
SPJC,LAN,25,6,Domingo,I,0,noche,0
SPJC,LAN,26,6,Lunes,I,0,noche,0
SPJC,LAN,27,6,Martes,I,0,noche,0
SPJC,LAN,28,6,Miercoles,I,0,noche,0
SPJC,LAN,29,6,Jueves,I,0,noche,0
SPJC,LAN,30,6,Viernes,I,0,noche,0
SPJC,LAN,1,6,Jueves,I,0,tarde,1
SPJC,LAN,2,6,Viernes,I,0,tarde,1
SPJC,LAN,3,6,Sabado,I,0,tarde,0
SPJC,LAN,4,6,Domingo,I,0,tarde,0
SPJC,LAN,5,6,Lunes,I,0,tarde,0
SPJC,LAN,6,6,Martes,I,0,tarde,0
SPJC,LAN,7,6,Miercoles,I,0,tarde,0
SPJC,LAN,8,6,Jueves,I,0,tarde,0
SPJC,LAN,9,6,Viernes,I,0,tarde,0
SPJC,LAN,10,6,Sabado,I,0,tarde,0
SPJC,LAN,11,6,Domingo,I,0,tarde,0
SPJC,LAN,12,6,Lunes,I,0,tarde,0
SPJC,LAN,13,6,Martes,I,0,tarde,0
SPJC,LAN,14,6,Miercoles,I,0,tarde,0
SPJC,LAN,15,6,Jueves,I,0,tarde,0
SPJC,LAN,16,6,Viernes,I,0,tarde,0
SPJC,LAN,17,6,Sabado,I,0,tarde,0
SPJC,LAN,18,6,Domingo,I,0,tarde,0
SPJC,LAN,19,6,Lunes,I,0,tarde,0
SPJC,LAN,20,6,Martes,I,0,tarde,0
SPJC,LAN,21,6,Miercoles,I,0,tarde,0
SPJC,LAN,22,6,Jueves,I,0,tarde,1
SPJC,LAN,23,6,Viernes,I,0,tarde,0
SPJC,LAN,24,6,Sabado,I,0,tarde,0
SPJC,LAN,25,6,Domingo,I,0,tarde,0
SPJC,LAN,26,6,Lunes,I,0,tarde,0
SPJC,LAN,27,6,Martes,I,0,tarde,0
SPJC,LAN,28,6,Miercoles,I,0,tarde,0
SPJC,LAN,29,6,Jueves,I,0,tarde,0
SPJC,LAN,30,6,Viernes,I,0,tarde,0
SPJC,LAN,1,6,Jueves,I,0,noche,0
SPJC,LAN,8,6,Jueves,I,0,noche,0
SPJC,LAN,15,6,Jueves,I,0,noche,0
SPJC,LAN,22,6,Jueves,I,0,noche,0
SPJC,LAN,29,6,Jueves,I,0,noche,0
LEMD,LAN,5,6,Lunes,I,0,tarde,0
LEMD,LAN,8,6,Jueves,I,0,tarde,0
LEMD,LAN,12,6,Lunes,I,0,tarde,0
LEMD,LAN,15,6,Jueves,I,0,tarde,1
LEMD,LAN,18,6,Domingo,I,0,tarde,0
LEMD,LAN,19,6,Lunes,I,0,tarde,0
LEMD,LAN,22,6,Jueves,I,0,tarde,1
LEMD,LAN,26,6,Lunes,I,0,tarde,0
LEMD,LAN,29,6,Jueves,I,0,tarde,0
LEMD,LAN,1,6,Jueves,I,0,tarde,0
LEMD,LAN,2,6,Viernes,I,0,tarde,0
LEMD,LAN,3,6,Sabado,I,0,tarde,0
LEMD,LAN,4,6,Domingo,I,0,tarde,1
LEMD,LAN,6,6,Martes,I,0,tarde,1
LEMD,LAN,7,6,Miercoles,I,0,tarde,1
LEMD,LAN,9,6,Viernes,I,0,tarde,1
LEMD,LAN,10,6,Sabado,I,0,tarde,0
LEMD,LAN,11,6,Domingo,I,0,tarde,1
LEMD,LAN,13,6,Martes,I,0,tarde,0
LEMD,LAN,14,6,Miercoles,I,0,tarde,1
LEMD,LAN,16,6,Viernes,I,0,tarde,0
LEMD,LAN,17,6,Sabado,I,0,tarde,0
LEMD,LAN,20,6,Martes,I,0,tarde,0
LEMD,LAN,21,6,Miercoles,I,0,tarde,0
LEMD,LAN,23,6,Viernes,I,0,tarde,1
LEMD,LAN,24,6,Sabado,I,0,tarde,0
LEMD,LAN,25,6,Domingo,I,0,tarde,0
LEMD,LAN,27,6,Martes,I,0,tarde,0
LEMD,LAN,28,6,Miercoles,I,0,tarde,0
LEMD,LAN,30,6,Viernes,I,0,tarde,0
LEMD,LAN,1,6,Jueves,I,0,tarde,0
LEMD,LAN,3,6,Sabado,I,0,tarde,0
LEMD,LAN,6,6,Martes,I,0,tarde,0
LEMD,LAN,8,6,Jueves,I,0,tarde,0
LEMD,LAN,10,6,Sabado,I,0,tarde,0
LEMD,LAN,13,6,Martes,I,0,tarde,0
LEMD,LAN,17,6,Sabado,I,0,tarde,0
LEMD,LAN,20,6,Martes,I,0,tarde,1
LEMD,LAN,22,6,Jueves,I,0,tarde,1
LEMD,LAN,27,6,Martes,I,0,tarde,0
LEMD,LAN,29,6,Jueves,I,0,tarde,0
SBGR,LAN,1,6,Jueves,I,0,mañana,0
SBGR,LAN,2,6,Viernes,I,0,mañana,1
SBGR,LAN,3,6,Sabado,I,0,mañana,0
SBGR,LAN,4,6,Domingo,I,0,mañana,0
SBGR,LAN,5,6,Lunes,I,0,mañana,0
SBGR,LAN,6,6,Martes,I,0,mañana,0
SBGR,LAN,7,6,Miercoles,I,0,mañana,0
SBGR,LAN,8,6,Jueves,I,0,mañana,1
SBGR,LAN,9,6,Viernes,I,0,mañana,0
SBGR,LAN,10,6,Sabado,I,0,mañana,0
SBGR,LAN,11,6,Domingo,I,0,mañana,0
SBGR,LAN,12,6,Lunes,I,0,mañana,0
SBGR,LAN,13,6,Martes,I,0,mañana,0
SBGR,LAN,14,6,Miercoles,I,0,mañana,0
SBGR,LAN,15,6,Jueves,I,0,mañana,0
SBGR,LAN,16,6,Viernes,I,0,mañana,0
SBGR,LAN,17,6,Sabado,I,0,mañana,1
SBGR,LAN,18,6,Domingo,I,0,mañana,0
SBGR,LAN,19,6,Lunes,I,0,mañana,0
SBGR,LAN,20,6,Martes,I,0,mañana,0
SBGR,LAN,21,6,Miercoles,I,0,mañana,1
SBGR,LAN,22,6,Jueves,I,0,mañana,1
SBGR,LAN,23,6,Viernes,I,0,mañana,0
SBGR,LAN,24,6,Sabado,I,0,mañana,0
SBGR,LAN,25,6,Domingo,I,0,mañana,0
SBGR,LAN,26,6,Lunes,I,0,mañana,0
SBGR,LAN,27,6,Martes,I,0,mañana,1
SBGR,LAN,28,6,Miercoles,I,0,mañana,0
SBGR,LAN,29,6,Jueves,I,0,mañana,0
SBGR,LAN,30,6,Viernes,I,0,mañana,0
SBGR,LAN,1,6,Jueves,I,0,mañana,0
SBGR,LAN,2,6,Viernes,I,0,mañana,0
SBGR,LAN,3,6,Sabado,I,0,mañana,0
SBGR,LAN,4,6,Domingo,I,0,mañana,0
SBGR,LAN,5,6,Lunes,I,0,mañana,0
SBGR,LAN,6,6,Martes,I,0,mañana,0
SBGR,LAN,7,6,Miercoles,I,0,mañana,1
SBGR,LAN,8,6,Jueves,I,0,mañana,0
SBGR,LAN,9,6,Viernes,I,0,mañana,0
SBGR,LAN,10,6,Sabado,I,0,mañana,0
SBGR,LAN,11,6,Domingo,I,0,mañana,0
SBGR,LAN,12,6,Lunes,I,0,mañana,0
SBGR,LAN,13,6,Martes,I,0,mañana,1
SBGR,LAN,14,6,Miercoles,I,0,mañana,0
SBGR,LAN,15,6,Jueves,I,0,mañana,0
SBGR,LAN,16,6,Viernes,I,0,mañana,0
